,danceability,tempo,loudness,mode,track_album_name,valence
1762,0.705,128011.0,-3575.0,1.0,Flashlight,0.274
1763,0.905,128027.0,-3326.0,1.0,Freaks,0.744
1764,0.645,145036.0,-5934.0,0.0,Freal Luv (feat. Chanyeol & Tinashe),0.519
1765,0.822,126989.0,-5711.0,0.0,Funky Vodka,0.782
1766,0.887,126889.0,-7453.0,0.0,Get Get Down,0.709
1767,0.707,105008.0,-4712.0,1.0,Give Me Your Love,0.391
1768,0.83,126022.0,-4224.0,1.0,Gloria (feat. Andy Reznik),0.792
1769,0.82,128007.0,-3711.0,1.0,Go Hard,0.0605
1770,0.6,113049.0,-9343.0,1.0,Gold,0.408
1771,0.794,123015.0,-11.18,1.0,Rawelution EP,0.437
1772,0.46,129931.0,-2522.0,0.0,Got it Like That (feat. Cecile),0.509
1773,0.511,127929.0,-1865.0,1.0,Gravity,0.239
1774,0.754,95015.0,-4845.0,1.0,Grow Up (Remixes),0.562
1775,0.576,115.54,-1874.0,1.0,Gunshot,0.16
1776,0.797,128047.0,-4239.0,1.0,Gypsy Drop (Radio Edit),0.422
1777,0.636,139956.0,-3004.0,1.0,Fitz and The Tantrums,0.715
1778,0.584,128003.0,-4492.0,0.0,Helicopter,0.165
1779,0.554,79979.0,-3905.0,0.0,Encore,0.209
1780,0.436,150151.0,-3279.0,0.0,Hero (feat. Elizaveta),0.0928
1781,0.595,128021.0,-3428.0,0.0,Planet Pit (Deluxe Version),0.762
1782,0.658,90018.0,-4582.0,0.0,Hey Baby (feat. Deb's Daughter),0.831
1783,0.604,129982.0,-6703.0,1.0,Hit It! (Original Extended Mix),0.198
1784,0.562,145.06,-3096.0,1.0,Joytime,0.692
1785,0.514,127953.0,-3201.0,0.0,Howl At The Moon,0.182
1786,0.565,102034.0,-3516.0,0.0,Hymn for the Weekend (Seeb Remix),0.427
1787,0.727,125036.0,-3142.0,1.0,I Feel Fly,0.414
1788,0.609,97.99,-4749.0,0.0,I Got You,0.316
1789,0.492,92.6,-13.4,0.0,us,0.18
1790,0.663,101965.0,-6647.0,0.0,"At Night, Alone.",0.69
1791,0.839,128028.0,-2254.0,1.0,I'm So Hot EP - The Remixes,0.714
1792,0.565,128044.0,-4999.0,0.0,In the Air (Axwell Remix) [feat. Rudy],0.524
1793,0.545,143937.0,-5853.0,0.0,Inside Out,0.121
1794,0.561,96989.0,-4576.0,1.0,Inside the Lines (feat. Casso),0.399
1795,0.623,107853.0,-5.95,1.0,Dangerous Woman,0.372
1796,0.598,103921.0,-5612.0,0.0,Invitation (feat. Yade Lauren),0.591
1797,0.787,123997.0,-8.31,1.0,JACKIN',0.244
1798,0.605,128026.0,-4476.0,0.0,JLT (Just Like That),0.38
1799,0.646,128013.0,-4107.0,1.0,Jump,0.0959
1800,0.601,126025.0,-3.96,1.0,Jupiter (Radio Edit),0.112
1801,0.636,117923.0,-1521.0,0.0,Keep Up,0.443
1802,0.796,128037.0,-1908.0,0.0,King (Radio Edit),0.0624
1803,0.755,128028.0,-4573.0,1.0,Krack!,0.164
1804,0.723,98007.0,-3081.0,0.0,Peace Is The Mission,0.274
1805,0.681,102924.0,-3167.0,0.0,Let Me Hold You (Turn Me On),0.267
1806,0.713,123027.0,-8147.0,1.0,Toolroom Radio EP414 - Presented By Mark Knight,0.584
1807,0.737,128001.0,-3772.0,1.0,Let's Get F*cked Up,0.0736
1808,0.572,150068.0,-4148.0,1.0,Light,0.423
1809,0.747,107991.0,-3782.0,0.0,Peace Is The Mission (Extended),0.752
1810,0.5,145879.0,-8554.0,1.0,It's About Us,0.37
1811,0.577,160036.0,-4449.0,1.0,Love & War (feat. Yade Lauren),0.543
1812,0.701,102019.0,-5231.0,0.0,Love Like We Used To,0.344
1813,0.645,124915.0,-2505.0,0.0,Lovers on the Sun EP,0.568
1814,0.635,128067.0,-2814.0,1.0,Clubbers Bible 2012 (Deluxe Edition),0.212
1815,0.568,148294.0,-4901.0,0.0,Illuminate (Deluxe),0.4
1816,0.691,128.03,-2894.0,1.0,Nothing but the Beat (Ultimate Edition),0.364
1817,0.92,126006.0,-2055.0,1.0,Mi Mi Mi,0.936
1818,0.564,104764.0,-4079.0,1.0,Middle,0.211
1819,0.545,130.01,-3801.0,0.0,Miraj,0.408
1820,0.637,126008.0,-4852.0,0.0,Molly,0.405
1821,0.828,128006.0,-7579.0,0.0,Rock It EP,0.334
1822,0.583,145992.0,-5728.0,0.0,Never Forget You,0.276
1823,0.676,129969.0,-4915.0,0.0,No Regular,0.352
1824,0.669,119972.0,-4245.0,1.0,Encore,0.0395
1825,0.74,128003.0,-4.44,1.0,One Life,0.281
1826,0.611,122752.0,-8618.0,1.0,Discovery,0.476
1827,0.721,125012.0,-4249.0,1.0,One Night (Remixed),0.182
1828,0.513,128097.0,-3548.0,1.0,Our Story (Radio Edit),0.41
1829,0.646,99999.0,-6763.0,1.0,Paris,0.251
1830,0.632,128013.0,-5193.0,0.0,Payback,0.319
1831,0.264,127.87,-2909.0,0.0,Payback,0.23
1832,0.731,118021.0,-5305.0,1.0,Perfect Strangers,0.708
1833,0.754,124003.0,-9583.0,0.0,Pfau / Gold Palm,0.116
1834,0.582,128073.0,-3384.0,0.0,Phat Brahms (Steve Aoki & Angger Dimas vs. Dimitri Vegas & Like Mike) [Remixes],0.43
1835,0.603,135029.0,-4942.0,0.0,Encore,0.124
1836,0.574,129987.0,-5046.0,0.0,Ping Pong,0.577
1837,0.513,84264.0,-4868.0,0.0,Please Don't Go,0.235
1838,0.666,129993.0,-4422.0,0.0,Puzzle,0.0424
1839,0.569,125036.0,-6174.0,1.0,Puzzles,0.27
1840,0.675,130053.0,-2672.0,1.0,Raise Those Hands,0.0855
1841,0.667,127953.0,-3228.0,1.0,Rambo,0.0567
1842,0.531,127.98,-1.87,1.0,House Summerlove 2013,0.13
1843,0.653,124989.0,-4783.0,1.0,Red Lights,0.545
1844,0.634,148024.0,-5842.0,0.0,Revolution,0.309
1845,0.344,93702.0,-6582.0,1.0,Evolve,0.0769
1846,0.763,120989.0,-8468.0,1.0,"Future, Vol. 2",0.465
1847,0.72,101965.0,-4068.0,0.0,Rockabye (feat. Sean Paul & Anne-Marie),0.742
1848,0.671,128043.0,-4751.0,1.0,Rockin,0.355
1849,0.801,125004.0,-7165.0,1.0,"Twisted House, Vol. 9",0.366
1850,0.803,108005.0,-3602.0,0.0,Run Up,0.674
1851,0.655,117956.0,-4852.0,1.0,In A Tidal Wave Of Mystery (Deluxe Edition),0.766
1852,0.749,128054.0,-3141.0,1.0,Sasha Gray,0.294
1853,0.652,108077.0,-3133.0,1.0,Savannah,0.387
1854,0.686,129972.0,-4886.0,1.0,Save My Night (BlasterJaxx Remix),0.165
1855,0.726,98027.0,-5348.0,0.0,Say So,0.284
1856,0.358,85043.0,-7398.0,1.0,Back from the Edge,0.494
1857,0.584,137972.0,-7786.0,0.0,Scared to Be Lonely,0.195
1858,0.68,102001.0,-4917.0,1.0,Scars To Your Beautiful (Remixes),0.185
1859,0.699,126996.0,-2757.0,0.0,"Miami 2013 (Mixed by Mync, R3Hab and Nari & Milani)",0.378
1860,0.886,127989.0,-5656.0,0.0,Selecta,0.407
1861,0.69,164023.0,-8.39,0.0,Send My Love (To Your New Lover),0.562
1862,0.627,105.05,-5751.0,0.0,Setting Fires,0.561
1863,0.51,102.42,-5825.0,1.0,Sex,0.209
1864,0.793,108007.0,-7604.0,1.0,Sexual,0.813
1865,0.483,122058.0,-5244.0,1.0,Shed A Light,0.58
1866,0.742,127977.0,-3669.0,1.0,Shotgun (The Remixes),0.337
1867,0.606,129974.0,-6378.0,0.0,Show Me Love,0.0915
1868,0.705,108914.0,-4016.0,1.0,Sign,0.472
1869,0.491,176112.0,-6333.0,0.0,Sing Me to Sleep,0.166
1870,0.736,104066.0,-3299.0,0.0,Slide (feat. Frank Ocean & Migos),0.511
1871,0.729,127985.0,-1.58,0.0,SMASH!,0.208
1872,0.668,130039.0,-3522.0,1.0,Snow White (Alive),0.578
1873,0.669,128003.0,-5825.0,0.0,So Get Up (Remixes),0.136
1874,0.577,125923.0,-3519.0,0.0,Encore,0.393
1875,0.474,127985.0,-4255.0,1.0,Soldiers,0.191
1876,0.674,124048.0,-6105.0,1.0,Somewhere New (feat. M-22),0.287
1877,0.682,186041.0,-7033.0,1.0,Starboy,0.5
1878,0.591,105034.0,-4925.0,1.0,Staring At The Sun,0.43
1879,0.583,142029.0,-4798.0,1.0,Joytime,0.254
1880,0.724,114972.0,-3476.0,0.0,Sunshine (feat. Dillon Dixon),0.642
1881,0.567,128027.0,-5324.0,0.0,Superhuman (Radio Mix),0.102
1882,0.706,110017.0,-2396.0,0.0,Take It Off,0.267
1883,0.723,117993.0,-4486.0,1.0,Talk,0.235
1884,0.853,134066.0,-4961.0,1.0,24K Magic,0.86
1885,0.785,126057.0,-4407.0,1.0,The Buzz,0.448
1886,0.666,192024.0,-6164.0,1.0,The Greatest,0.739
1887,0.705,169987.0,-3359.0,1.0,Encore,0.44
1888,0.809,127939.0,-3.73,1.0,The Illest (Remixes),0.711
1889,0.456,128078.0,-1405.0,0.0,This Is Dirty,0.084
1890,0.683,127968.0,-4.63,0.0,Titan,0.353
1891,0.495,104458.0,-5764.0,1.0,SWAAY,0.812
1892,0.77,93.97,-5453.0,0.0,Nicky Jam Hits,0.872
1893,0.448,83015.0,-4069.0,0.0,Treat You Better,0.709
1894,0.673,128014.0,-2807.0,0.0,"Tremor: Tribute to Dimitri Vegas, Martin Garrix",0.302
1895,0.762,127985.0,-8098.0,1.0,Trojan,0.0333
1896,0.973,128006.0,-7014.0,1.0,Trumpsta (Remixes),0.201
1897,0.597,78.52,-7213.0,1.0,Trust Nobody,0.732
1898,0.452,140059.0,-4748.0,0.0,Truth (The Remixes),0.183
1899,0.695,127999.0,-6034.0,0.0,Tsunami (Blasterjaxx Remix),0.14
1900,0.818,100014.0,-4.1,0.0,Turn Down for What,0.0815
1901,0.452,128161.0,-3075.0,1.0,"Club Life, Vol. 3 - Stockholm (Spotify Exclusive)",0.307
1902,0.601,127992.0,-4901.0,1.0,Umami,0.219
1903,0.776,123025.0,-11465.0,0.0,Deep Progressive House Set,0.48
1904,0.766,124012.0,-7777.0,1.0,Wacomin,0.329
1905,0.55,159923.0,-6707.0,0.0,Wanna Lose You,0.476
1906,0.708,141989.0,-2099.0,1.0,Joytime,0.73
1907,0.422,125602.0,-6477.0,1.0,Warzone,0.322
1908,0.677,128008.0,-5069.0,0.0,Wasted (Remixes),0.43
1909,0.695,107005.0,-5081.0,0.0,We Could Be Beautiful,0.376
1910,0.596,127945.0,-4364.0,1.0,18 Months,0.571
1911,0.763,128004.0,-2702.0,1.0,What's Up Suckaz,0.189
1912,0.501,163834.0,-7173.0,1.0,Whole Heart,0.191
1913,0.522,100005.0,-2752.0,1.0,WILD (feat. Alessia Cara) [Young Bombs Remix],0.346
1914,0.781,93979.0,-5348.0,0.0,With You Tonight (Hasta El Amanecer),0.564
1915,0.565,127844.0,-4715.0,0.0,Wizard,0.0795
1916,0.776,99951.0,-6587.0,0.0,GENERATIONWHY,0.502
1917,0.599,127998.0,-1026.0,1.0,WTF!?,0.343
1918,0.485,127988.0,-2931.0,0.0,You Remixes,0.213
1919,0.687,84925.0,-8.38,1.0,You & Me,0.619
1920,0.764,125008.0,-6095.0,0.0,Your Love,0.506
1921,0.733,123969.0,-5206.0,0.0,Your Soul,0.655
1922,0.439,127954.0,-3643.0,0.0,Pop Remixed Vol. 1,0.0546
1923,0.443,127928.0,-3.29,1.0,Collide,0.341
1924,0.482,125945.0,-4344.0,0.0,Colors,0.501
1925,0.554,125922.0,-5324.0,1.0,Electricity,0.264
1926,0.337,99718.0,-2908.0,0.0,Emotional (Remixes),0.291
1927,0.677,127999.0,-5249.0,0.0,Heartbeat (The Remixes) Pt. 1,0.679
1928,0.626,127993.0,-4126.0,1.0,Heaven (The Remixes),0.337
1929,0.47,149876.0,-2825.0,0.0,"Blood, Sweat & 3 Years",0.148
1930,0.496,127961.0,-3648.0,1.0,How You Love Me,0.286
1931,0.54,127975.0,-5732.0,0.0,I'm Not Over,0.439
1932,0.5,147946.0,-4024.0,0.0,Ashes,0.294
1933,0.511,80.01,-4333.0,0.0,Limitless (feat. Delaney Jane),0.132
1934,0.462,159799.0,-6751.0,0.0,Love You Harder,0.304
1935,0.458,174141.0,-4742.0,1.0,On & On,0.418
1936,0.392,128091.0,-3745.0,0.0,Metamorphic III,0.207
1937,0.598,144941.0,-8273.0,1.0,Contact - EP,0.181
1938,0.49,125993.0,-3797.0,0.0,The Girl (feat. Cozi Zuehlsdorff),0.428
1939,0.63,127979.0,-5008.0,1.0,This Is Forever (feat. Danyka Nadeau),0.34
1940,0.633,128013.0,-4934.0,0.0,This Is Living,0.825
1941,0.512,131.03,-3.87,1.0,We Are Young & Free (Live),0.409
1942,0.377,174751.0,-4.9,0.0,We Won't Be Alone (feat. Laura Brehm),0.117
1943,0.424,174986.0,-3174.0,0.0,Why We Lose,0.0973
1944,0.544,129011.0,-2271.0,1.0,"Blood, Sweat & 3 Years",0.188
1945,0.527,128023.0,-3721.0,0.0,Angels (Radio Edit),0.554
1946,0.413,128017.0,-4078.0,0.0,Motion,0.35
1947,0.559,87016.0,-5031.0,1.0,Halcyon Days,0.329
1948,0.56,144933.0,-3328.0,0.0,Blood For Mercy,0.585
1949,0.509,128.0,-3.48,1.0,Clarity,0.176
1950,0.649,134932.0,-2012.0,1.0,Complementary Colors,0.719
1951,0.491,166056.0,-7252.0,0.0,Dark Side (Remixed),0.308
1952,0.735,121011.0,-7562.0,0.0,Queen Of The Clouds,0.0656
1953,0.695,124989.0,-5066.0,1.0,18 Months,0.58
1954,0.723,98007.0,-3081.0,0.0,Peace Is The Mission,0.274
1955,0.51,129068.0,-3096.0,0.0,"Blood, Sweat & 3 Years",0.155
1956,0.68,120031.0,-5805.0,0.0,Halcyon Days,0.744
1957,0.646,128035.0,-4123.0,0.0,Motion,0.418
1958,0.691,130072.0,-1702.0,0.0,Nothing but the Beat 2.0,0.8
1959,0.598,97479.0,-4043.0,0.0,Peace Is The Mission,0.732
1960,0.506,126008.0,-4119.0,1.0,Runaway (U & I),0.383
1961,0.492,129973.0,-2634.0,1.0,Nothing but the Beat 2.0,0.393
1962,0.596,127961.0,-3109.0,1.0,Clarity (Deluxe),0.461
1963,0.542,127947.0,-2879.0,1.0,"Blood, Sweat & 3 Years",0.296
1964,0.573,127934.0,-3942.0,0.0,18 Months,0.582
1965,0.707,122863.0,-4581.0,0.0,Symphony (feat. Zara Larsson),0.457
1966,0.548,145055.0,-4016.0,1.0,Till It Hurts,0.294
1967,0.604,126062.0,-3674.0,0.0,Nothing but the Beat,0.301
1968,0.544,126094.0,-3405.0,1.0,Motion,0.51
1969,0.542,128959.0,-3131.0,1.0,Untouchable,0.251
1970,0.738,127984.0,-4808.0,1.0,18 Months,0.608
1971,0.636,142011.0,-3.74,1.0,Alone,0.397
1972,0.529,141889.0,-2.62,0.0,Painting With Dreams,0.183
1973,0.539,127968.0,-5846.0,1.0,Brighter (Original Mix),0.432
1974,0.663,126055.0,-4053.0,1.0,Emily,0.588
1975,0.583,128138.0,-3888.0,0.0,Painting With Dreams,0.351
1976,0.673,118894.0,-2.73,1.0,"Blood, Sweat & 3 Years",0.63
1977,0.443,119824.0,-3745.0,1.0,Hung Up,0.37
1978,0.834,115993.0,-3919.0,0.0,King of the Jungle,0.703
1979,0.525,149995.0,-5247.0,1.0,Make Way,0.614
1980,0.939,117003.0,-7517.0,1.0,Mars,0.602
1981,0.564,119907.0,-5438.0,1.0,Skin,0.26
1982,0.739,112961.0,-6669.0,1.0,No Promises (feat. Demi Lovato),0.58
1983,0.482,149.69,-4473.0,1.0,Say It (feat. Tove Lo) [Illenium Remix],0.427
1984,0.715,134006.0,-10276.0,1.0,She Said,0.554
1985,0.607,102996.0,-6695.0,0.0,Something Just Like This,0.505
1986,0.665,93989.0,-7536.0,1.0,Up All Night,0.669
1987,0.4,144636.0,-9064.0,0.0,1 Ask,0.529
1988,0.886,117.16,-4781.0,1.0,Bittersweet,0.557
1989,0.877,103986.0,-7012.0,1.0,Fire And Fever,0.431
1990,0.51,91969.0,-6662.0,1.0,Ghost of You,0.243
1991,0.752,91.97,-7621.0,1.0,I Like Me Better,0.419
1992,0.857,119.99,-6211.0,1.0,Speakeasy,0.891
1993,0.648,100044.0,-5798.0,0.0,I Will Follow You,0.548
1994,0.736,99967.0,-6593.0,0.0,All This Time,0.425
1995,0.588,127971.0,-9581.0,1.0,Moving On,0.453
1996,0.699,121965.0,-7858.0,1.0,No Exit,0.681
1997,0.768,140029.0,-14108.0,0.0,Pulsating frequencies,0.0384
1998,0.622,125001.0,-8.6,1.0,Situation (Jay Anthony Remix),0.706
1999,0.7,128005.0,-7164.0,1.0,Tokyo,0.336
2000,0.857,139983.0,-12819.0,1.0,Virgin,0.681
2001,0.74,82969.0,-12662.0,0.0,wander,0.829
2002,0.823,130029.0,-3644.0,1.0,Delicia Tchu Tcha Tcha,0.925
2003,0.719,126015.0,-7418.0,1.0,I Feel Love,0.256
2004,0.803,124012.0,-6836.0,1.0,One True House,0.526
2005,0.642,124905.0,-8094.0,0.0,Racing,0.115
2006,0.852,120004.0,-4819.0,1.0,Serenade,0.656
2007,0.558,128014.0,-5871.0,0.0,Come Alive,0.119
2008,0.714,129.96,-5379.0,1.0,Delicia Tchu Tcha Tcha (Remix),0.934
2009,0.639,128.01,-6202.0,1.0,Harmony,0.213
2010,0.645,124.92,-7999.0,0.0,Karma.,0.0788
2011,0.589,75015.0,-7961.0,1.0,3000,0.327
2012,0.818,106.97,-4282.0,1.0,24K Magic,0.632
2013,0.776,134989.0,-5322.0,0.0,Maniaxo Worldwide,0.212
2014,0.679,120.08,-3671.0,0.0,Again (Alan Walker Remix),0.328
2015,0.818,123996.0,-10085.0,0.0,All Night Long (Remix Competition Top Winners),0.179
2016,0.513,139987.0,-4629.0,1.0,All You Need To Know (feat. Calle Lehmann),0.234
2017,0.279,189868.0,-6.46,0.0,V,0.328
2018,0.706,150028.0,-5764.0,0.0,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),0.747
2019,0.656,100035.0,-6726.0,1.0,Wide-Eyed,0.286
2020,0.628,128003.0,-4126.0,0.0,True Colors,0.56
2021,0.783,113977.0,-2921.0,1.0,Better Not (feat. Wafia),0.392
2022,0.837,124008.0,-8518.0,0.0,"Freestyle Music, Vol.4",0.798
2023,0.616,92024.0,-4908.0,0.0,Blame (NGHTMRE Remix),0.183
2024,0.757,104016.0,-2712.0,1.0,Body Body,0.789
2025,0.454,113635.0,-3333.0,1.0,Breathe Without,0.2
2026,0.539,144918.0,-4442.0,0.0,Burn It Down,0.532
2027,0.618,148013.0,-3739.0,1.0,Bye Bye (feat. Ivy Adara),0.485
2028,0.591,104003.0,-5.59,1.0,World War Joy,0.501
2029,0.416,125098.0,-4909.0,0.0,Calling (Lose My Mind),0.147
2030,0.504,76847.0,-5824.0,0.0,Nick Jonas X2,0.0991
2031,0.675,119947.0,-5261.0,0.0,Champagne,0.889
2032,0.523,128003.0,-3378.0,1.0,Clarity,0.187
2033,0.466,126054.0,-5347.0,0.0,Cold as Stone (Remixes),0.289
2034,0.642,96.09,-7715.0,1.0,Constellation,0.252
2035,0.582,95995.0,-6138.0,1.0,Crashing (feat. Bahari),0.273
2036,0.376,84146.0,-2951.0,1.0,Awake,0.167
2037,0.655,79427.0,-4789.0,1.0,Title (Deluxe),0.832
2038,0.75,95045.0,-10178.0,0.0,reputation (Big Machine Radio Release Special),0.0499
2039,0.446,127799.0,-3912.0,0.0,Automatic,0.313
2040,0.523,131972.0,-5873.0,1.0,Don't Leave,0.386
2041,0.576,142012.0,-3653.0,0.0,Don't Leave (Remixes),0.18
2042,0.428,79648.0,-3712.0,1.0,Don't Let Me Down (Remixes),0.355
2043,0.566,100021.0,-4716.0,1.0,Don't Let Me Go,0.358
2044,0.327,92289.0,-5136.0,1.0,"Everyday, Everyday (feat. Nevve)",0.256
2045,0.556,125997.0,-4045.0,1.0,Fade Into Darkness,0.771
2046,0.578,145021.0,-8206.0,0.0,Fallen (feat. Desiree Dawson) (WILLIAM BLACK Remix),0.237
2047,0.625,138064.0,-4761.0,1.0,Feel Good (feat. Daya),0.479
2048,0.535,115048.0,-5445.0,1.0,Find Our Way,0.377
2049,0.532,127989.0,-4572.0,1.0,Find You,0.38
2050,0.741,104953.0,-5342.0,0.0,24K Magic,0.939
2051,0.656,95974.0,-4223.0,0.0,Finest Hour (feat. Abir),0.438
2052,0.379,147.53,-7065.0,1.0,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),0.4
2053,0.695,93.04,-6162.0,0.0,Crystal Eyes,0.344
2054,0.41,159837.0,-3064.0,1.0,Awake,0.266
2055,0.471,160017.0,-4621.0,1.0,Awake (Remixes),0.196
2056,0.743,104977.0,-5337.0,1.0,Friends (with BloodPop®),0.622
2057,0.657,145889.0,-4036.0,1.0,My House,0.69
2058,0.705,142028.0,-6267.0,1.0,Bombs Away,0.457
2059,0.482,92494.0,-5762.0,1.0,Girl on Fire (Remixes) - EP,0.144
2060,0.68,96104.0,-5469.0,1.0,God Damnit (with Call Me Karizma),0.367
2061,0.363,145556.0,-3857.0,1.0,Gold (Stupid Love),0.0721
2062,0.486,146458.0,-3956.0,1.0,Gravity,0.161
2063,0.514,151994.0,-5417.0,1.0,GUD VIBRATIONS,0.0675
2064,0.58,97916.0,-4778.0,0.0,Hallucinate,0.274
2065,0.578,104991.0,-4302.0,0.0,Hard Pass,0.519
2066,0.769,122006.0,-12721.0,1.0,Haunted by You,0.45
2067,0.558,92005.0,-3871.0,0.0,Heartbreak Back (R3HAB Remix),0.452
2068,0.732,90024.0,-9348.0,0.0,Heathens,0.548
2069,0.702,107936.0,-4323.0,0.0,Sugar,0.52
2070,0.503,125896.0,-4124.0,1.0,Forever,0.356
2071,0.379,169979.0,-5379.0,0.0,Horizon,0.116
2072,0.891,134967.0,-7861.0,1.0,Views,0.548
2073,0.658,166015.0,-7.27,1.0,House Party,0.624
2074,0.548,150122.0,-1988.0,0.0,How To Love (feat. Sofia Reyes) [Remixes],0.682
2075,0.438,127991.0,-4158.0,1.0,Room 93: The Remixes,0.49
2076,0.854,118004.0,-4697.0,0.0,My House,0.784
2077,0.555,125034.0,-5792.0,1.0,Painting With Dreams,0.435
2078,0.695,113965.0,-4582.0,0.0,Handwritten,0.745
2079,0.432,82607.0,-4417.0,1.0,I Wanna Know,0.109
2080,0.606,140033.0,-3455.0,0.0,Run,0.384
2081,0.583,95016.0,-4.8,1.0,I Want You (feat. Matthew John Kurz),0.489
2082,0.409,80.12,-6001.0,1.0,I Wish (Remixes),0.272
2083,0.855,124991.0,-3864.0,1.0,I Wonder Where,0.911
2084,0.665,96971.0,-7036.0,0.0,I'm OK (feat. Shaylen),0.593
2085,0.481,91985.0,-4351.0,0.0,Wild Youth,0.297
2086,0.501,133.99,-5.88,0.0,In the Name of Love,0.168
2087,0.678,129991.0,-8853.0,0.0,Inner Circle,0.705
2088,0.427,150128.0,-3323.0,0.0,Island (feat. Nevve),0.248
2089,0.536,154.93,-4139.0,0.0,Ashes (Remixes),0.405
2090,0.7,93012.0,-3834.0,0.0,Nick Jonas X2,0.38
2091,0.635,102002.0,-7286.0,1.0,Just Hold On (Remixes),0.329
2092,0.753,94056.0,-6326.0,1.0,Last To Leave (feat. Caroline Ailin),0.555
2093,0.587,93974.0,-5.79,0.0,Crystal Eyes,0.124
2094,0.649,99988.0,-5371.0,1.0,Encore,0.163
2095,0.62,126035.0,-5851.0,0.0,Levels,0.415
2096,0.667,113979.0,-4995.0,1.0,Handwritten,0.161
2097,0.499,104984.0,-12492.0,1.0,Down in a Dream,0.559
2098,0.32,79653.0,-5425.0,1.0,Wild Youth,0.13
2099,0.567,104976.0,-4.98,1.0,Like That,0.46
2100,0.775,139091.0,-5402.0,1.0,Title (Deluxe),0.95
2101,0.673,135048.0,-5906.0,1.0,Awake,0.327
2102,0.452,149586.0,-10006.0,0.0,Love Is Gone,0.0832
2103,0.488,123889.0,-3842.0,1.0,DARKNESS AND LIGHT,0.709
2104,0.551,150001.0,-5175.0,0.0,Maelstrom,0.411
2105,0.541,95019.0,-4665.0,0.0,Make Me Move,0.356
2106,0.742,120032.0,-5522.0,0.0,V,0.879
2107,0.555,149785.0,-1888.0,1.0,Matches,0.329
2108,0.495,150053.0,-3521.0,0.0,More Than I Can Take,0.43
2109,0.813,123009.0,-13568.0,0.0,My Own World,0.558
2110,0.819,119989.0,-3059.0,0.0,My Way,0.536
2111,0.723,127975.0,-3439.0,1.0,Neptuno,0.386
2112,0.644,90042.0,-5416.0,0.0,As I Am (Expanded Edition),0.166
2113,0.494,144.91,-4534.0,1.0,Nothing To Hide,0.265
2114,0.403,145092.0,-2966.0,1.0,On My Own,0.103
2115,0.591,131962.0,-4721.0,0.0,Only Love,0.212
2116,0.623,121.98,-3.49,1.0,Paradise,0.453
2117,0.467,172685.0,-3738.0,1.0,Wild Youth,0.36
2118,0.545,149941.0,-12006.0,1.0,Potions,0.193
2119,0.64,123018.0,-5117.0,1.0,Pray for Me (feat. Origami),0.363
2120,0.66,103009.0,-5352.0,0.0,My Everything (Deluxe),0.625
2121,0.637,171.79,-7933.0,1.0,Quedo Envuelto,0.771
2122,0.62,123047.0,-3638.0,0.0,Remember (with ZOHARA),0.398
2123,0.693,96.13,-5352.0,1.0,Rewind,0.542
2124,0.645,74989.0,-5355.0,1.0,Blurryface,0.566
2125,0.722,130003.0,-9463.0,1.0,Root Circles (Short-Take),0.369
2126,0.713,100001.0,-7055.0,1.0,Roses,0.343
2127,0.712,141212.0,-6061.0,1.0,Rumors (With Sofia Carson),0.638
2128,0.441,135015.0,-4074.0,1.0,Rush Over Me,0.254
2129,0.641,82027.0,-5324.0,1.0,Salute (The Deluxe Edition),0.352
2130,0.482,149.69,-4473.0,1.0,Skin: The Remixes,0.427
2131,0.749,115048.0,-7367.0,0.0,In Return,0.347
2132,0.573,97085.0,-5.74,1.0,Know-It-All (Deluxe),0.451
2133,0.534,92963.0,-3971.0,1.0,Get Weird (Deluxe),0.131
2134,0.688,164068.0,-8361.0,0.0,25,0.565
2135,0.648,160.02,-5414.0,1.0,1989,0.943
2136,0.783,143068.0,-6424.0,1.0,Shit Creaks,0.306
2137,0.773,126014.0,-4061.0,1.0,Glory Days: The Platinum Edition,0.8
2138,0.767,92986.0,-5953.0,1.0,Sirena,0.665
2139,0.573,103.82,-3325.0,1.0,Unbroken,0.188
2140,0.581,109991.0,-4419.0,1.0,So Sick,0.654
2141,0.452,92791.0,-8336.0,1.0,In My Own Words,0.58
2142,0.355,143925.0,-3966.0,0.0,Stay For It,0.173
2143,0.746,149882.0,-6681.0,1.0,Handwritten,0.764
2144,0.583,127032.0,-4347.0,1.0,True Colors,0.279
2145,0.577,129978.0,-7429.0,0.0,Worlds Apart,0.489
2146,0.499,146888.0,-4.58,1.0,Strangers,0.25
2147,0.743,120074.0,-7119.0,1.0,Sugar (Remix),0.663
2148,0.636,123063.0,-5098.0,0.0,Sugar (feat. Francesco Yates),0.636
2149,0.568,127918.0,-6391.0,1.0,Superhuman (feat. Eric Leva),0.165
2150,0.578,98273.0,-8544.0,0.0,Superlove (feat. Oh Wonder),0.64
2151,0.617,134974.0,-5568.0,1.0,Wide-Eyed,0.422
2152,0.542,127947.0,-2879.0,1.0,Surrender,0.296
2153,0.594,137933.0,-3.47,1.0,NOVA,0.339
2154,0.571,127951.0,-2184.0,1.0,"Blood, Sweat & 3 Years",0.477
2155,0.566,128945.0,-5303.0,0.0,Hozier (Expanded Edition),0.437
2156,0.285,170124.0,-3358.0,1.0,Take You Down,0.163
