,danceability,tempo,loudness,mode,track_album_name,valence
15383,0.657,107998.0,-7527.0,0.0,Heaven,0.326
15384,0.703,121.98,-7939.0,0.0,Hold On,0.302
15385,0.686,105005.0,-8063.0,1.0,ID (Ultra Music Festival Anthem),0.338
15386,0.636,100026.0,-7016.0,1.0,LANY,0.389
15387,0.507,84992.0,-2501.0,1.0,Indian Summer,0.0394
15388,0.548,140973.0,-9043.0,1.0,Smoke Filled Room (Severo Remix),0.193
15389,0.694,96029.0,-7157.0,1.0,Invincible EP,0.132
15390,0.697,125.98,-8365.0,0.0,Don't Leave (feat. AYER),0.664
15391,0.61,98.02,-8184.0,1.0,I Like Me Better (Ryan Riback Remix),0.203
15392,0.403,159869.0,-5058.0,0.0,Lullabies,0.0833
15393,0.741,112956.0,-5445.0,1.0,No Promises (feat. Demi Lovato),0.595
15394,0.674,99985.0,-8452.0,0.0,Cut Your Teeth (Kygo Remix),0.465
15395,0.542,128068.0,-5148.0,1.0,Into The Wild,0.227
15396,0.482,149.69,-4473.0,1.0,Say It (feat. Tove Lo) [Illenium Remix],0.427
15397,0.508,102876.0,-5964.0,1.0,Surprise Yourself (Remixes),0.297
15398,0.564,160058.0,-6763.0,0.0,No Doubt,0.103
15399,0.617,125057.0,-5262.0,0.0,Say My Name (feat. Zyra) [Remixes],0.6
15400,0.762,122066.0,-2.71,1.0,The Aviary,0.525
15401,0.715,106.97,-10456.0,0.0,Anywhere (Willy William Remix),0.119
15402,0.552,100052.0,-7127.0,1.0,Automatic (Remixes),0.352
15403,0.677,119999.0,-6523.0,0.0,Come With Me,0.308
15404,0.799,113989.0,-5626.0,1.0,Feels So Good,0.438
15405,0.64,115015.0,-5776.0,0.0,Flying High,0.508
15406,0.747,105036.0,-6571.0,0.0,Heaven (Remixes),0.739
15407,0.442,140019.0,-5989.0,1.0,Lights Fading,0.136
15408,0.596,127.06,-4904.0,1.0,Next To Me,0.306
15409,0.749,109063.0,-6457.0,1.0,Not Going Home (feat. Gia Koka),0.475
15410,0.624,121935.0,-6941.0,0.0,Playing with Fire,0.408
15411,0.793,120017.0,-6798.0,1.0,Rooftop,0.597
15412,0.764,89988.0,-8585.0,1.0,Pure Heroine,0.428
15413,0.677,98963.0,-6287.0,1.0,The Best Crew,0.58
15414,0.753,107.01,-3061.0,1.0,The Middle,0.437
15415,0.592,104075.0,-3434.0,1.0,The Other (Remixes),0.351
15416,0.486,150015.0,-5842.0,0.0,Way Back Home,0.0907
15417,0.653,126047.0,-3.36,1.0,Would You Ever,0.0921
15418,0.748,79988.0,-7462.0,1.0,The Wave,0.386
15419,0.784,104996.0,-3912.0,1.0,A Different Way (with Lauv),0.587
15420,0.532,159803.0,-5094.0,1.0,Don't Let Me Down,0.422
15421,0.773,124022.0,-8322.0,0.0,Easy Baby (feat. Screamau),0.259
15422,0.604,107016.0,-5914.0,1.0,Kids in Love,0.506
15423,0.825,120016.0,-5823.0,0.0,Waterfalls,0.331
15424,0.633,120.85,-4434.0,1.0,Ibiza Residence 2014,0.547
15425,0.685,99063.0,-6.4,1.0,Remind Me to Forget,0.315
15426,0.634,148024.0,-5842.0,0.0,Revolution,0.309
15427,0.653,92213.0,-4057.0,1.0,These Days,0.55
15428,0.521,184018.0,-6222.0,1.0,stardustexhalemarrakechdreams,0.0391
15429,0.662,147997.0,-5.68,0.0,Perception,0.464
15430,0.636,124005.0,-5946.0,1.0,Only Can Get Better (feat. Daniel Merriweather),0.595
15431,0.482,149.69,-4473.0,1.0,Skin: The Remixes,0.427
15432,0.727,105032.0,-5.22,0.0,FUTURE (Deluxe Edition),0.422
15433,0.658,100436.0,-6934.0,1.0,American Teen,0.207
15434,0.703,104969.0,-5.45,0.0,Arms Around You (feat. Maluma & Swae Lee),0.288
15435,0.783,113988.0,-2921.0,1.0,Kids At Play- EP,0.393
15436,0.752,121958.0,-4399.0,1.0,Body,0.582
15437,0.688,114011.0,-5.84,1.0,Born To Be Yours,0.451
15438,0.621,105052.0,-7.89,1.0,Cloud Nine,0.222
15439,0.704,95957.0,-6564.0,1.0,Carta,0.89
15440,0.543,122058.0,-5069.0,0.0,Desire (Gryffin Remix),0.415
15441,0.56,89391.0,-7648.0,0.0,Eastside (with Halsey & Khalid),0.319
15442,0.588,118159.0,-6439.0,1.0,Electricity (with Dua Lipa),0.505
15443,0.733,127975.0,-6619.0,0.0,Hey,0.419
15444,0.838,122.99,-4135.0,0.0,Sound Of A Woman,0.204
15445,0.809,103923.0,-6886.0,0.0,Hookah & Sheridan s,0.491
15446,0.694,125905.0,-5335.0,1.0,In My Mind,0.163
15447,0.643,125001.0,-7.2,1.0,Is It Love,0.294
15448,0.698,124986.0,-7459.0,1.0,Jubel,0.181
15449,0.499,121.87,-4505.0,1.0,Kids in Love,0.301
15450,0.731,151941.0,-11.11,1.0,Canapé,0.788
15451,0.833,119979.0,-7989.0,0.0,Look Right Through (MK Vocal Edit),0.517
15452,0.626,127966.0,-3988.0,0.0,Lullaby,0.258
15453,0.6,99977.0,-8339.0,0.0,Nevermind,0.0793
15454,0.506,139912.0,-7265.0,0.0,Ocean (feat. Khalid),0.221
15455,0.44,169755.0,-8338.0,0.0,I met you when I was 18. (the playlist),0.225
15456,0.395,149459.0,-5.2,1.0,Runaway,0.229
15457,0.857,106004.0,-3816.0,1.0,Send Her My Love (R.O. Remix),0.661
15458,0.532,101883.0,-7074.0,0.0,Sick Boy...Siren,0.292
15459,0.705,105.0,-8432.0,0.0,Something About You (The Remixes),0.103
15460,0.694,90045.0,-6.84,0.0,Suncity,0.341
15461,0.575,95952.0,-6839.0,1.0,LANY,0.462
15462,0.389,117055.0,-6169.0,1.0,VHS,0.199
15463,0.752,136041.0,-7.05,1.0,Without Me,0.533
15464,0.653,119944.0,-4576.0,1.0,You Are The Reason (Tiësto's AFTR:HRS Remix),0.0754
15465,0.815,122988.0,-4331.0,0.0,We Are Your Friends (Music From The Original Motion Picture),0.587
15466,0.69,114008.0,-7938.0,1.0,Younger (The Remixes),0.645
15467,0.691,154009.0,-4756.0,1.0,Zipolite,0.966
15468,0.7,178029.0,-6.03,0.0,Ahora Todos Los Discos Tienen Nombre...,0.963
15469,0.892,120053.0,-7064.0,1.0,Bande à Part,0.794
15470,0.704,96005.0,-6558.0,0.0,Caravelle,0.369
15471,0.789,99963.0,-8869.0,0.0,Choclo,0.656
15472,0.788,125045.0,-4.95,1.0,Dos 3,0.662
15473,0.691,95007.0,-6002.0,0.0,Mr. Tropical,0.71
15474,0.679,104989.0,-5659.0,0.0,Trippy Caribbean,0.675
15475,0.739,101988.0,-7885.0,1.0,Arráncame,0.815
15476,0.683,171956.0,-5332.0,1.0,En Este Taco,0.96
15477,0.456,159658.0,-8092.0,1.0,Música Tropical,0.439
15478,0.727,111998.0,-6284.0,0.0,Commercial,0.96
15479,0.591,130821.0,-7958.0,1.0,Accidente,0.788
15480,0.64,124083.0,-8189.0,1.0,Ciclo,0.641
15481,0.755,149807.0,-10027.0,0.0,Clandestino,0.964
15482,0.585,103023.0,-7205.0,1.0,Lo Mal Que Estoy y Lo Poco Que Me Quejo,0.621
15483,0.753,116997.0,-6.98,1.0,Cosita Dulce,0.456
15484,0.742,104942.0,-7882.0,1.0,El Rincón,0.852
15485,0.747,158157.0,-9219.0,1.0,Salvar el Fuego,0.829
15486,0.741,119965.0,-6814.0,1.0,El Paradise,0.78
15487,0.671,146.06,-5034.0,0.0,Diferentes Tipos de Luz,0.59
15488,0.592,170285.0,-9052.0,1.0,Ciencia Exacta,0.638
15489,0.57,167.96,-5827.0,1.0,Recto verso (Edition Collector),0.392
15490,0.686,149.94,-6392.0,1.0,Civilizado Como Los Animales,0.798
15491,0.735,119984.0,-12.39,1.0,Nouvelle Vague,0.591
15492,0.738,125.99,-8904.0,1.0,Nadie Más,0.716
15493,0.736,171.9,-9404.0,1.0,Galaxia Tropical,0.543
15494,0.677,98106.0,-9499.0,1.0,Amores,0.532
15495,0.387,95754.0,-8195.0,1.0,No Sé Decirte No,0.689
15496,0.859,133988.0,-8766.0,1.0,Fruta (Vol. II),0.796
15497,0.664,175943.0,-7265.0,0.0,Effet miroir,0.968
15498,0.754,103963.0,-5358.0,0.0,Seré Discreto,0.729
15499,0.739,126952.0,-5663.0,1.0,Norma,0.855
15500,0.713,110118.0,-7.62,1.0,Si yo fuera mar,0.758
15501,0.776,133037.0,-6558.0,1.0,Diferentes Tipos de Luz,0.771
15502,0.853,132014.0,-5717.0,1.0,Todo Lo Rico,0.878
15503,0.81,88083.0,-5667.0,0.0,Hacerlo de Nuevo,0.504
15504,0.707,77003.0,-5626.0,1.0,La Ola,0.759
15505,0.531,103036.0,-6573.0,1.0,Te Me Fuiste,0.589
15506,0.853,93993.0,-6326.0,0.0,Un Ratito,0.921
15507,0.731,167921.0,-4985.0,1.0,Zipolite (Remix),0.828
15508,0.77,103085.0,-11301.0,1.0,Suspiros,0.721
15509,0.805,122006.0,-10902.0,1.0,#Sádico,0.716
15510,0.795,101.01,-7591.0,0.0,Encanto Tropical,0.679
15511,0.599,108061.0,-3697.0,1.0,Listen Again,0.593
15512,0.654,109978.0,-8205.0,0.0,Blessings (feat. Casely) - Single,0.364
15513,0.683,92991.0,-6244.0,0.0,Truce - EP,0.355
15514,0.835,104989.0,-8645.0,0.0,When The Lights Go Down,0.107
15515,0.676,156031.0,-9503.0,1.0,Fruta (Vol. II),0.491
15516,0.743,119981.0,-4849.0,1.0,Layers,0.605
15517,0.459,113901.0,-6983.0,1.0,Fast Car,0.581
15518,0.695,104988.0,-6109.0,0.0,Final Song,0.245
15519,0.677,118437.0,-6766.0,1.0,Forever And A Day,0.472
15520,0.715,99988.0,-6702.0,0.0,Stories,0.697
15521,0.597,122002.0,-6371.0,1.0,Sugar,0.369
15522,0.591,123.97,-6984.0,1.0,Hold on to Me (feat. Cara Hughes),0.179
15523,0.479,98.23,-3776.0,0.0,Hundred Miles,0.49
15524,0.686,124938.0,-7251.0,1.0,Jubel,0.0951
15525,0.746,107985.0,-3782.0,0.0,Peace is the Mission: Extended,0.751
15526,0.611,104981.0,-5331.0,1.0,Encore,0.213
15527,0.819,119989.0,-3059.0,0.0,My Way,0.536
15528,0.713,100001.0,-7055.0,1.0,Roses,0.343
15529,0.51,102.42,-5825.0,1.0,Sex,0.209
15530,0.548,125088.0,-6002.0,1.0,Prayer,0.499
15531,0.793,121972.0,-4.77,0.0,Layers,0.488
15532,0.715,124014.0,-5083.0,1.0,Sugar,0.377
15533,0.72,103985.0,-2.92,1.0,Blood For Mercy,0.552
15534,0.699,104975.0,-5306.0,1.0,Dancing Kizomba (The Remixes),0.109
15535,0.679,117987.0,-7501.0,1.0,Do You Remember / Get It All - Remixes,0.454
15536,0.527,124995.0,-5863.0,1.0,Isla (feat. Kaleem Taylor) [Remixes],0.597
15537,0.753,124003.0,-5816.0,1.0,Live Forever (Remixed),0.708
15538,0.614,100016.0,-6022.0,1.0,Believe In The Kingdom,0.0358
15539,0.652,122044.0,-5155.0,0.0,We Come,0.266
15540,0.652,117977.0,-7812.0,0.0,Immortal (feat. Danny Shah) - Single,0.533
15541,0.588,119802.0,-3863.0,1.0,Only Love (Luca Schreiner Island House Mix),0.356
15542,0.806,123004.0,-7736.0,1.0,Ragga,0.44
15543,0.682,123023.0,-5832.0,1.0,Speechless (feat. RKCB),0.389
15544,0.852,104997.0,-8159.0,0.0,Catch & Release (Deepend Remix),0.203
15545,0.611,107988.0,-3489.0,1.0,Destination Sunrise,0.431
15546,0.663,101965.0,-6647.0,0.0,"At Night, Alone.",0.69
15547,0.714,124968.0,-3423.0,1.0,Keep It Comin',0.668
15548,0.652,108077.0,-3133.0,1.0,Savannah,0.387
15549,0.748,116998.0,-6933.0,1.0,Give It Up (feat. Salt Ashes),0.486
15550,0.678,110035.0,-2698.0,1.0,Sugar,0.293
15551,0.71,124.0,-6001.0,0.0,Beat the Sunrise,0.208
15552,0.65,120011.0,-4971.0,1.0,Bora Bora,0.118
15553,0.755,124027.0,-5297.0,0.0,Catchfire (Sun Sun Sun) [Remixes],0.355
15554,0.9,121989.0,-7413.0,0.0,Do This Together,0.37
15555,0.74,114997.0,-7.27,1.0,Dream (Remixes),0.749
15556,0.676,124005.0,-5637.0,0.0,Easy Life (Tobtok Remix),0.386
15557,0.694,123982.0,-2872.0,1.0,Easy Love,0.713
15558,0.645,121997.0,-4374.0,0.0,Feel The Love (Sam Feldt Edit),0.438
15559,0.696,118007.0,-4396.0,1.0,Been A While EP,0.455
15560,0.633,123971.0,-2.26,1.0,From Me To You (Radio Edit),0.596
15561,0.681,124047.0,-4556.0,1.0,Good When We're Together (Radio Edit),0.586
15562,0.655,120045.0,-6169.0,1.0,How Hard I Try (feat. James Hersey) [Remixes],0.364
15563,0.653,120.82,-7794.0,1.0,I Got U,0.42
15564,0.811,116007.0,-8272.0,0.0,Karibu,0.862
15565,0.699,119927.0,-3995.0,1.0,Land Down Under,0.244
15566,0.55,128011.0,-5402.0,0.0,Netzwerk,0.221
15567,0.714,118002.0,-5896.0,1.0,Ocean,0.793
15568,0.486,123942.0,-4859.0,1.0,Old Guitar,0.469
15569,0.713,114019.0,-5.19,0.0,Once You Go Up,0.44
15570,0.595,119668.0,-4773.0,0.0,Our Youth,0.193
15571,0.713,122152.0,-7886.0,0.0,Less Is More,0.593
15572,0.647,121989.0,-8584.0,1.0,Safari,0.086
15573,0.683,125997.0,-1503.0,0.0,Believe In The Kingdom,0.418
15574,0.807,125987.0,-8452.0,1.0,Uitzicht - EP,0.66
15575,0.789,117996.0,-5736.0,0.0,White Tiger (Remixes),0.774
15576,0.743,120012.0,-8761.0,1.0,How Hard I Try,0.505
15577,0.68,110019.0,-5578.0,1.0,Ori Tali Ma (LVNDSCAPE Remix),0.0863
15578,0.811,126024.0,-6125.0,1.0,I'm Here,0.461
15579,0.642,120035.0,-5249.0,0.0,Dreams,0.474
15580,0.701,119993.0,-5956.0,1.0,Ultra Summer 2 (The Best In Deep and Tropical House),0.439
15581,0.708,115987.0,-7934.0,1.0,Riptide (FlicFlac Edit),0.634
15582,0.55,121823.0,-4573.0,1.0,Heaven,0.358
15583,0.676,117977.0,-7213.0,1.0,Spaceship,0.624
15584,0.648,103027.0,-7948.0,1.0,Cloud Nine,0.378
15585,0.668,109.99,-9963.0,0.0,Ain't No Sunshine,0.318
15586,0.778,117971.0,-6959.0,0.0,I,0.479
15587,0.749,112054.0,-6104.0,1.0,Alright,0.693
15588,0.749,120015.0,-8828.0,0.0,Back to Me,0.498
15589,0.748,119966.0,-5581.0,0.0,Sunrise,0.754
15590,0.619,119985.0,-3952.0,1.0,California,0.668
15591,0.671,104999.0,-7794.0,0.0,Dancing Through the Night,0.33
15592,0.68,123.99,-4.21,1.0,Brighter Days,0.65
15593,0.707,99974.0,-10614.0,0.0,Feeling,0.468
15594,0.832,120007.0,-5938.0,1.0,Find You,0.347
15595,0.782,117033.0,-5341.0,0.0,Fool for the Last Time,0.41
15596,0.577,122.86,-4.86,1.0,Geronimo,0.539
15597,0.754,104993.0,-6923.0,1.0,Here with You,0.426
15598,0.775,115024.0,-10914.0,1.0,Hit and Run,0.517
15599,0.578,116951.0,-9114.0,1.0,I Bet My Life (Remixes),0.575
15600,0.663,101965.0,-6647.0,0.0,"At Night, Alone.",0.69
15601,0.669,122531.0,-7108.0,1.0,We the Generation,0.483
15602,0.321,173931.0,-8.01,0.0,Lose It All,0.256
15603,0.688,113129.0,-5602.0,1.0,Love Again,0.389
15604,0.805,97033.0,-3067.0,1.0,Old Thing Back (feat. Ja Rule and Ralph Tresvant),0.523
15605,0.647,108011.0,-5804.0,1.0,Only Love,0.648
15606,0.611,99.98,-7024.0,0.0,Reality,0.203
15607,0.677,110008.0,-11139.0,1.0,Safe and Sound,0.358
15608,0.752,122003.0,-8242.0,1.0,Save Me,0.686
15609,0.742,113928.0,-7183.0,0.0,Sold on You,0.398
15610,0.746,114955.0,-2432.0,1.0,Solo Dance,0.403
15611,0.579,119.74,-8262.0,0.0,Netzwerk,0.155
15612,0.644,113989.0,-8238.0,0.0,Sorry,0.79
15613,0.621,116206.0,-7368.0,1.0,Sunrise,0.438
15614,0.616,110046.0,-8242.0,1.0,Tale of Rise and Fall,0.143
15615,0.816,126974.0,-11276.0,0.0,Tell Me,0.659
15616,0.574,108005.0,-3104.0,1.0,Till The End,0.232
15617,0.672,124956.0,-4008.0,0.0,Time to Shine,0.33
15618,0.669,120045.0,-9275.0,1.0,Toluca Lake (Imad Remix),0.176
15619,0.694,104987.0,-7526.0,1.0,Turn You Down,0.267
15620,0.69,102984.0,-8006.0,0.0,Waiting for You,0.33
15621,0.701,120004.0,-4485.0,1.0,Where the Rivers Flow,0.24
15622,0.603,124995.0,-8554.0,1.0,You're My Everything,0.436
15623,0.672,111999.0,-8076.0,1.0,Without You,0.211
15624,0.763,121.02,-8.1,0.0,Less Is More,0.393
15625,0.681,109967.0,-6895.0,1.0,Melody,0.424
15626,0.712,118172.0,-7098.0,0.0,Mexico,0.452
15627,0.65,108019.0,-8407.0,0.0,Nothing to Say,0.298
15628,0.746,125959.0,-7.9,0.0,Older Now (incl. Remixes),0.718
15629,0.71,99961.0,-8098.0,0.0,Tale of Rise and Fall,0.102
15630,0.589,123005.0,-5698.0,1.0,Shake The Tree,0.237
15631,0.782,119969.0,-8058.0,0.0,Thankful,0.655
15632,0.655,104982.0,-11141.0,0.0,Alone with You,0.307
15633,0.698,109.9,-5654.0,0.0,Give Me Your Love (Diviners Remix),0.495
15634,0.704,120002.0,-3765.0,1.0,Stranger,0.399
15635,0.733,123907.0,-7655.0,1.0,Strangers,0.324
15636,0.711,114975.0,-6435.0,0.0,Whisper so Loud (Roxy Tones Remix),0.611
15637,0.74,123983.0,-7258.0,0.0,Don't Forget,0.467
15638,0.76,107941.0,-6235.0,1.0,First Time Lovers,0.581
15639,0.885,122041.0,-7098.0,1.0,Times Like These,0.698
15640,0.844,121976.0,-4427.0,1.0,Feel It,0.681
15641,0.81,120004.0,-8574.0,1.0,Here Comes the Sun,0.431
15642,0.767,119986.0,-7364.0,0.0,Malibu Nights,0.251
15643,0.863,119993.0,-6456.0,1.0,Paradise,0.791
15644,0.749,120021.0,-11222.0,0.0,Just Stay,0.311
15645,0.694,104888.0,-3969.0,1.0,Not With Me (feat. David Taylor),0.665
15646,0.79,115122.0,-4496.0,1.0,Orange Juice (feat. Youkii),0.52
15647,0.717,124901.0,-4987.0,0.0,Show Me Love,0.216
15648,0.609,120906.0,-4037.0,0.0,Take Me Higher,0.579
15649,0.555,121273.0,-5356.0,0.0,The Way,0.463
15650,0.782,119964.0,-8349.0,1.0,Please Don't Go,0.543
15651,0.699,122012.0,-6605.0,0.0,Something About You,0.248
15652,0.768,119981.0,-7478.0,1.0,Never Meant to Last,0.639
15653,0.807,122021.0,-7503.0,1.0,Pure Shores,0.777
15654,0.736,113956.0,-11783.0,0.0,Shot,0.698
15655,0.828,120004.0,-9318.0,0.0,Dancefloor Hits,0.451
15656,0.559,114925.0,-10845.0,0.0,By My Side,0.101
15657,0.666,122018.0,-6272.0,1.0,Back Around,0.272
15658,0.672,113945.0,-6621.0,1.0,Blue,0.548
15659,0.638,104929.0,-7232.0,0.0,Getaway,0.426
15660,0.655,115033.0,-6751.0,0.0,Capsized,0.452
15661,0.746,119997.0,-11465.0,1.0,Coming Home,0.621
15662,0.701,124006.0,-6206.0,0.0,Heart Never Broke,0.321
15663,0.69,110004.0,-7934.0,0.0,Hit and Run,0.621
15664,0.611,110019.0,-7504.0,1.0,Like Lovers Do,0.495
15665,0.773,120015.0,-4617.0,0.0,Lovefool,0.533
15666,0.669,126.09,-6309.0,1.0,Meet You There,0.475
15667,0.747,121962.0,-12188.0,0.0,"Money, Power",0.525
15668,0.632,124026.0,-7521.0,0.0,One Day,0.505
15669,0.59,107356.0,-3.87,1.0,Magnets EP,0.651
15670,0.621,116206.0,-7368.0,1.0,Sunrise,0.438
15671,0.752,107987.0,-7021.0,0.0,Sunset Under Palms,0.186
15672,0.749,116006.0,-8025.0,1.0,The Sun,0.404
15673,0.553,100984.0,-6141.0,0.0,Animals (Gryffin Remix),0.528
15674,0.763,119976.0,-6442.0,1.0,Believe,0.357
15675,0.735,114.04,-3593.0,0.0,Kiss Me,0.386
15676,0.748,118017.0,-3231.0,0.0,Teardrops,0.499
15677,0.503,119995.0,-5918.0,1.0,Tired,0.315
15678,0.653,123008.0,-4258.0,1.0,Home to Your Love,0.699
15679,0.676,175864.0,-3395.0,0.0,"Finest Club Hits, Vol. 10",0.75
15680,0.812,115028.0,-3741.0,1.0,No Lie (Remixes),0.544
15681,0.709,114955.0,-9056.0,1.0,Cold Water (feat. Justin Bieber & MØ) [Remixes],0.474
15682,0.634,102095.0,-4649.0,0.0,Freak Like Me (feat. Melody Thornton),0.423
15683,0.805,123971.0,-3981.0,0.0,Ain't No Mountain High Enough,0.849
15684,0.673,90976.0,-6312.0,1.0,Bailando (Remixes),0.524
15685,0.73,117974.0,-5942.0,0.0,California Dreamin',0.688
15686,0.818,103989.0,-7894.0,0.0,Crush,0.254
15687,0.665,110038.0,-7136.0,1.0,I Don't Care,0.552
15688,0.462,105058.0,-4089.0,0.0,Let Me Love You,0.557
15689,0.723,111992.0,-7519.0,0.0,Never Alone,0.224
15690,0.523,80156.0,-9876.0,0.0,Often (Kygo Remix),0.408
15691,0.733,120011.0,-4982.0,1.0,I,0.397
15692,0.739,117873.0,-5.97,1.0,Runaway Life (Remixes),0.615
15693,0.632,114996.0,-7.4,1.0,Sunrise,0.236
15694,0.801,126032.0,-8976.0,1.0,Sucker,0.432
15695,0.535,179964.0,-6008.0,1.0,Take on Me (Kygo Remix),0.622
15696,0.828,117008.0,-6717.0,1.0,Thinking Out Loud (Alex Adair Remix),0.517
15697,0.636,104845.0,-6396.0,1.0,True Colors (feat. Maya Avedis),0.454
15698,0.747,118019.0,-5314.0,1.0,Two Princes (Radio Mix),0.814
15699,0.685,100009.0,-7236.0,0.0,We Don't Talk Anymore (Attom Remix),0.335
15700,0.636,100034.0,-7165.0,1.0,Chad's,0.273
15701,0.869,118014.0,-4966.0,0.0,Savannah,0.728
15702,0.733,119996.0,-7076.0,0.0,Smoke + Mirrors (Deluxe),0.583
15703,0.693,94.99,-5914.0,0.0,Attention (Tropical House Mix),0.481
15704,0.675,120.04,-6207.0,1.0,You & I [Remixes],0.514
15705,0.852,120.02,-6534.0,1.0,Every Breath You Take,0.675
15706,0.661,123974.0,-9032.0,1.0,Shotgun (Panski Remix),0.341
15707,0.531,120055.0,-4082.0,1.0,Back In Your Heart,0.584
15708,0.659,123991.0,-7209.0,1.0,I Heard It Through The Grapevine,0.911
15709,0.637,121992.0,-5713.0,0.0,Since We Met,0.151
15710,0.686,123942.0,-7524.0,0.0,Feel It Still,0.308
15711,0.578,105945.0,-4665.0,1.0,Only Want You (Sam Feldt Remix),0.347
15712,0.768,117974.0,-7046.0,0.0,Ain't Nobody (Loves Me Better),0.471
15713,0.621,120141.0,-7296.0,1.0,Better Than This,0.485
15714,0.732,120028.0,-5768.0,1.0,Bridge over Troubled Water (Radio Edit),0.624
15715,0.751,106.09,-4.85,0.0,Casanova,0.731
15716,0.694,123982.0,-2872.0,1.0,Easy Love,0.713
15717,0.714,99955.0,-7197.0,0.0,Expectations,0.388
15718,0.726,100055.0,-4576.0,1.0,Galway Girl (Martin Jensen Remix),0.731
15719,0.814,112017.0,-6416.0,1.0,Higher,0.856
15720,0.578,101907.0,-4163.0,1.0,I Don't Know Why,0.347
15721,0.643,121903.0,-9026.0,1.0,Into the Sea,0.263
15722,0.733,107865.0,-3.85,0.0,La Isla Bonita,0.599
15723,0.705,114991.0,-7049.0,0.0,Last Goodbye,0.521
15724,0.6,95016.0,-4234.0,1.0,One Call Away (KLYMVX Remix),0.396
15725,0.626,109997.0,-5516.0,0.0,Over My Shoulder,0.41
15726,0.712,125051.0,-8005.0,0.0,Praise You,0.423
15727,0.689,100987.0,-7196.0,0.0,Sexual Healing (Kygo Remix),0.646
15728,0.753,123016.0,-8443.0,0.0,Summer Jam (Blondee & Roberto Mozza Remix),0.529
15729,0.648,103.98,-4668.0,0.0,Sunshine Reggae,0.767
15730,0.751,107889.0,-7367.0,1.0,Tempted To Touch (feat. Rupee),0.577
15731,0.722,105007.0,-4218.0,1.0,Waiting for You,0.377
15732,0.526,128019.0,-2403.0,1.0,We Got The World,0.467
15733,0.667,115022.0,-7457.0,1.0,Hey There Delilah,0.422
15734,0.719,116.93,-6493.0,1.0,It Will Feel,0.438
15735,0.643,99978.0,-8599.0,1.0,Escape (The Piña Colada Song),0.825
15736,0.711,124016.0,-11961.0,1.0,San Francisco,0.2
15737,0.589,110954.0,-5069.0,1.0,Happier,0.279
15738,0.432,103.85,-5558.0,1.0,Nervous (The Ooh Song: Mark McCabe Remix),0.374
15739,0.666,115952.0,-7556.0,1.0,Put Your Records On,0.347
15740,0.837,117966.0,-7003.0,0.0,Ain't No Sunshine,0.604
15741,0.66,103988.0,-3573.0,1.0,All Star,0.594
15742,0.709,109998.0,-7211.0,0.0,Another Day in Paradise,0.253
15743,0.676,124012.0,-7.58,1.0,Bittersweet Symphony (feat. Emily Roberts),0.447
15744,0.733,117002.0,-5642.0,1.0,California Dreamin',0.373
15745,0.83,105072.0,-5202.0,0.0,Dance Monkey,0.649
15746,0.806,119.99,-9254.0,0.0,Dancin (Krono Remix),0.437
15747,0.659,119858.0,-5862.0,0.0,Dancing in the Moonlight,0.187
15748,0.748,104945.0,-9123.0,1.0,Dreamreacher (feat. Dumang),0.487
15749,0.643,102979.0,-6762.0,0.0,False Alarm,0.181
15750,0.594,122982.0,-7225.0,0.0,Forever Young,0.572
15751,0.792,122013.0,-5.77,0.0,Forget Me Nots,0.632
15752,0.725,109.95,-6432.0,1.0,Fuck I'm Lonely,0.612
15753,0.621,126004.0,-5.36,0.0,Gimme! Gimme! Gimme!,0.417
15754,0.593,107.91,-6176.0,1.0,Here With Me,0.223
15755,0.693,103952.0,-7159.0,1.0,Higher Love,0.404
15756,0.565,102034.0,-3516.0,0.0,Hymn for the Weekend (Seeb Remix),0.427
15757,0.815,121984.0,-7966.0,0.0,Is This Love (Remix),0.317
15758,0.529,112468.0,-4368.0,1.0,Issues (Alan Walker Remix),0.646
15759,0.731,110034.0,-6835.0,0.0,Made of Bones (Nightcall Remix),0.709
15760,0.801,98038.0,-7149.0,1.0,Memories,0.659
15761,0.739,109981.0,-4897.0,1.0,Mine [Remixes],0.699
15762,0.76,104047.0,-4699.0,0.0,Moi Lolita (feat. OT),0.603
15763,0.645,105043.0,-7418.0,1.0,Nervous (The Ooh Song) [Mark McCabe Remix],0.286
15764,0.646,105052.0,-5679.0,0.0,One Thing Right (Remixes Pt. 2),0.37
15765,0.726,104976.0,-4276.0,1.0,Ooh Girl (feat. A Boogie Wit da Hoodie),0.579
15766,0.751,118029.0,-4642.0,1.0,Perfect (feat. Haris),0.532
15767,0.742,117986.0,-5307.0,1.0,Perfect Strangers,0.709
15768,0.776,100071.0,-5726.0,0.0,Replay,0.582
15769,0.574,122005.0,-5787.0,0.0,Rivers,0.471
15770,0.669,102904.0,-4793.0,1.0,Rolling Stone (John Skyfield & ConKi Remix),0.689
15771,0.664,117018.0,-9733.0,1.0,Senorita,0.347
15772,0.51,102.42,-5825.0,1.0,Sex (Cheat Codes X Kris Kross Amsterdam),0.209
15773,0.589,114853.0,-5034.0,1.0,Show Me Love,0.19
15774,0.71,93007.0,-4958.0,1.0,Try Again,0.392
15775,0.892,119987.0,-6345.0,1.0,We Are Young,0.415
15776,0.542,96028.0,-2745.0,1.0,What Do You Love,0.39
15777,0.732,119979.0,-6684.0,0.0,Beautiful Life,0.339
