,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__n_estimators,params,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,split3_train_neg_root_mean_squared_error,split4_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_train_neg_mean_absolute_error,split1_train_neg_mean_absolute_error,split2_train_neg_mean_absolute_error,split3_train_neg_mean_absolute_error,split4_train_neg_mean_absolute_error,mean_train_neg_mean_absolute_error,std_train_neg_mean_absolute_error
0,0,"0,37781867980957","0,103081117687046","0,0479073524475098","0,018263263457097",1,10,"{'model__max_depth': 1, 'model__n_estimators': 10}","-0,221267420591913","-0,225609379967119","-0,221413128767734","-0,222279026286785","-0,221645683856583",-0.222442927894027,"0,00162056682559666",87,"-0,221955579109554","-0,221483119984282","-0,221920110833957","-0,2221581267127","-0,222431881043326",-0.221989763536764,"0,000311936471725743","-0,183980278632352","-0,188281812986087","-0,18419285884728","-0,184918678640907","-0,183864624660763",-0.185047650753478,"0,00165806769081102",87,"-0,184804934874203","-0,184096976212102","-0,184601027250327","-0,184617652718946","-0,184966198661896",-0.184617357943495,"0,000292553884454692"
1,1,"0,444263792037964","0,0123150892964363","0,0435887336730957","0,00563833386197205",1,20,"{'model__max_depth': 1, 'model__n_estimators': 20}","-0,22109273759142","-0,22526896052533","-0,221390286240776","-0,22195141932351","-0,221612144294044",-0.222263109595016,"0,00152889749154076",86,"-0,221890722263013","-0,221266263830029","-0,221839786478688","-0,221907960140285","-0,222376708191071",-0.221856288180617,"0,000353013802897314","-0,183786433922042","-0,18801988200844","-0,18419718365809","-0,184707878350827","-0,18384662825129",-0.184911601238138,"0,00158829932899651",85,"-0,184726882599794","-0,18394536742257","-0,184540189030381","-0,184487307870468","-0,184947668077292",-0.184529483000101,"0,000333745330844628"
2,2,"0,586278343200684","0,0110706702992935","0,0448873996734619","0,00493629889914302",1,30,"{'model__max_depth': 1, 'model__n_estimators': 30}","-0,221058948481275","-0,225217335086944","-0,221409511396226","-0,221944240902117","-0,221591671028694",-0.222244341379051,"0,00151372572759959",85,"-0,221839745960521","-0,221207690921923","-0,221859020523875","-0,221871650176525","-0,222409886206877",-0.221837598757944,"0,000381030132070572","-0,183809038518066","-0,188022400201603","-0,184208910678374","-0,184686096502338","-0,18384045780164",-0.184913380740404,"0,00158648501914443",86,"-0,184698130867028","-0,183920603137276","-0,184557415069398","-0,184456147291456","-0,184973834328404",-0.184521226138712,"0,000347114488662069"
3,3,"0,445305156707764","0,0172282110929327","0,041655158996582","0,00495942033773815",2,10,"{'model__max_depth': 2, 'model__n_estimators': 10}","-0,21433928863987","-0,219817025517234","-0,215790619509949","-0,216084811271481","-0,217611589011133",-0.216728666789933,"0,00186124269504566",84,"-0,216473286661894","-0,215815875452445","-0,216057184645556","-0,216438618308757","-0,216137548974109",-0.216184502808552,"0,00024587456406212","-0,177918912825422","-0,182614863172961","-0,178310703816081","-0,179666967705405","-0,180046970279912",-0.179711683559956,"0,00165648058889586",84,"-0,179507907160676","-0,178794486461493","-0,179262784602831","-0,1792422416497","-0,179098202645574",-0.179181124504055,"0,000233904079683249"
4,4,"0,720424699783325","0,0109128650615946","0,0412932395935059","0,0020180394238055",2,20,"{'model__max_depth': 2, 'model__n_estimators': 20}","-0,214153575912609","-0,219461444382697","-0,215774384931724","-0,215762696694422","-0,217555536116655",-0.216541527607621,"0,00181391984409514",83,"-0,216403381614924","-0,215575806088561","-0,215934877187095","-0,21613600210759","-0,216053189139494",-0.216020651227533,"0,000270588792952429","-0,177730614008075","-0,182326372191205","-0,178301301831463","-0,179406953055388","-0,180004091062541",-0.179553866429734,"0,00160026506697253",83,"-0,179451164102431","-0,178608311079548","-0,179166153202536","-0,179030663368768","-0,179022342729781",-0.179055726896613,"0,000272208798229831"
5,5,"1,22469878196716","0,27193045922838","0,047130823135376","0,0050149348112323",2,30,"{'model__max_depth': 2, 'model__n_estimators': 30}","-0,214106634343529","-0,219398698124116","-0,215785608122468","-0,215733434851229","-0,217528852235135",-0.216510645535295,"0,00180480459590264",82,"-0,216338453637169","-0,21551160449286","-0,215937854948931","-0,216093840959895","-0,216106993007175",-0.215997749409206,"0,000274652998098835","-0,177745743106264","-0,182313161403287","-0,178299285409149","-0,179379273929664","-0,180006085157338",-0.17954870980114,"0,00159322588516186",82,"-0,179412053456172","-0,178575504848137","-0,179174795863596","-0,179011817689594","-0,179085626710842",-0.179051959713668,"0,000273682411127558"
6,6,"0,612344026565552","0,036829995803076","0,0382451057434082","0,00161288116974901",3,10,"{'model__max_depth': 3, 'model__n_estimators': 10}","-0,209856877968542","-0,214713600005136","-0,211607943862383","-0,211253661545552","-0,213627532831933",-0.212211923242709,"0,00173733312569819",81,"-0,211745924932917","-0,210887666852713","-0,211366378537247","-0,211747189574707","-0,211080360321485",-0.211365504043814,"0,00034642170419299","-0,173609596656829","-0,177870750304804","-0,174255412676197","-0,174875972579802","-0,176310419687555",-0.175384430381038,"0,00153117523629239",81,"-0,175037085986429","-0,174167212098519","-0,174733615182841","-0,174849481354892","-0,174398219013363",-0.174637122727209,"0,000313773349064815"
7,7,"1,01666822433472","0,00502986822748135","0,0394702911376953","0,000663287147664045",3,20,"{'model__max_depth': 3, 'model__n_estimators': 20}","-0,209722533659989","-0,214551573669874","-0,211685924811457","-0,211141265651124","-0,213605428936048",-0.212141345345698,"0,00173268338502029",79,"-0,21168930801834","-0,210800207697237","-0,211312640385663","-0,211600586607402","-0,211122060302141",-0.211304960602157,"0,000323544329312007","-0,173535235232401","-0,177681319864909","-0,174326856538783","-0,174723444523904","-0,176240440996318",-0.175301459431263,"0,00147979201342301",79,"-0,174995009852581","-0,174068943032608","-0,174680979694922","-0,17473557348505","-0,174358759773691",-0.174567853167771,"0,000321254391337218"
8,8,"1,45448212623596","0,00907379941687896","0,0427994728088379","0,000363450993723495",3,30,"{'model__max_depth': 3, 'model__n_estimators': 30}","-0,209723799054328","-0,21453718653689","-0,211725097978143","-0,211175239399929","-0,213584748360687",-0.212149214265995,"0,00171897122244191",80,"-0,211697416388164","-0,21076409403017","-0,2113356725995","-0,211621628501415","-0,211195116719714",-0.211322785647793,"0,000334142782389574","-0,173564034563104","-0,177686505005824","-0,174379265113699","-0,174705581828741","-0,176265082645619",-0.175320093831397,"0,00147237451327225",80,"-0,175010234344942","-0,174056408760473","-0,174722968241031","-0,174785003692023","-0,174395764189703",-0.174594075845635,"0,000333066959036198"
9,9,"1,02648978233337","0,139644443318456","0,0483491897583008","0,0116560473883226",4,10,"{'model__max_depth': 4, 'model__n_estimators': 10}","-0,207388559912307","-0,21115420714359","-0,208467432280659","-0,208504688307897","-0,210648156888004",-0.209232608906491,"0,00142913933766561",78,"-0,208067148773361","-0,207301001206254","-0,207453376696469","-0,207901496208696","-0,207345057039912",-0.207613615984938,"0,000311157693068903","-0,171207737024181","-0,174953684090932","-0,171340892430591","-0,172509616543946","-0,173569786729899",-0.17271634336391,"0,0014102874490028",78,"-0,171743354759614","-0,171145666998441","-0,171358075190176","-0,17155605376098","-0,171199695648594",-0.171400569271561,"0,000223073281890753"
10,10,"1,40027995109558","0,0144817786582477","0,0428303718566895","0,000585605606813449",4,20,"{'model__max_depth': 4, 'model__n_estimators': 20}","-0,20718664229259","-0,210870947291439","-0,208385791692307","-0,208221876851798","-0,210548039026025",-0.209042659430832,"0,00142539560208913",77,"-0,207920030717034","-0,207146516216633","-0,207374064128661","-0,207714526173376","-0,207283568660601",-0.207487741179261,"0,000286129006691997","-0,171128842930196","-0,174695719674015","-0,171200586595266","-0,172256461508094","-0,173509899816088",-0.172558302104732,"0,0013749141610898",77,"-0,171664660388668","-0,171057073332055","-0,171317371745948","-0,171427568203977","-0,171112510323715",-0.171315836798873,"0,000220210965669793"
11,11,"2,05389113426209","0,0583872197778777","0,0506184577941895","0,0120867228444691",4,30,"{'model__max_depth': 4, 'model__n_estimators': 30}","-0,207169679989214","-0,210756103320021","-0,208411616233584","-0,20812174026713","-0,2104862060872",-0.20898906917943,"0,00139711967611027",76,"-0,207886331329708","-0,207030487839027","-0,20742226808139","-0,207714492425369","-0,207280131384677",-0.207466742212034,"0,000304812933790205","-0,171163127305737","-0,17461920049322","-0,171249614023724","-0,172162277894538","-0,173524605489544",-0.172543765041353,"0,00134134262262076",76,"-0,17164331040325","-0,170934611222487","-0,171389167457716","-0,171461581378652","-0,171113932976446",-0.17130852068771,"0,000252858970896399"
12,12,"1,22143640518188","0,180453563153422","0,0429992198944092","0,00653148804451495",5,10,"{'model__max_depth': 5, 'model__n_estimators': 10}","-0,20434387533074","-0,206746822389058","-0,204804355040006","-0,204893781040751","-0,207381023337457",-0.205633971427603,"0,00119925983311663",75,"-0,203491856791744","-0,203256061681475","-0,20294927251886","-0,202893509146623","-0,202690631114759",-0.203056266250692,"0,000283296283004524","-0,168110750679646","-0,17124391203828","-0,168042064877206","-0,169251852610232","-0,17028820968562",-0.169387357978197,"0,00124227438223722",75,"-0,167648836982263","-0,167577229327255","-0,167385822315059","-0,167113562824045","-0,167165675116625",-0.167378225313049,"0,000213595321442229"
13,13,"1,86628847122192","0,00464049480965489","0,0413247108459473","0,000724876009996632",5,20,"{'model__max_depth': 5, 'model__n_estimators': 20}","-0,203798970824573","-0,206215028855978","-0,204741082377126","-0,204988990431261","-0,207099963914391",-0.205368807280666,"0,00115893745625102",74,"-0,203100684189203","-0,202795895623038","-0,202833922839481","-0,202800164712088","-0,20262301892714",-0.20283073725819,"0,000153738101107583","-0,167833214814972","-0,170735071160584","-0,168011348485773","-0,169327670211714","-0,17015514049266",-0.169212489033141,"0,0011458840077666",74,"-0,167389556314765","-0,167230949023405","-0,167300971452704","-0,167090132192292","-0,167124165747758",-0.167227154946185,"0,000110652145257263"
14,14,"2,96046271324158","0,27513504746409","0,049803352355957","0,00743088278505362",5,30,"{'model__max_depth': 5, 'model__n_estimators': 30}","-0,203807388863883","-0,20615165722866","-0,204662166564219","-0,204771098565609","-0,2069706267084",-0.205272587586154,"0,00113375593974573",73,"-0,203060253385938","-0,20268367813217","-0,202806979612247","-0,202702618960198","-0,202530797913346",-0.20275686560078,"0,000175477215162534","-0,167882503913034","-0,170669413236601","-0,167969904420938","-0,169133964419196","-0,170176638367356",-0.169166484871425,"0,00112788946373328",73,"-0,16736440649047","-0,167153491526368","-0,167331780662125","-0,167043872523552","-0,167071203537292",-0.167192950947961,"0,000132117029313699"
15,15,"1,30138072967529","0,0126871394698923","0,0403841495513916","0,00251132327557402",6,10,"{'model__max_depth': 6, 'model__n_estimators': 10}","-0,202888062463715","-0,203825829079892","-0,202335299720801","-0,202955606845123","-0,205428417542014",-0.203486643130309,"0,00108179711328594",72,"-0,199423755293234","-0,199231199753258","-0,199441765779037","-0,198827877435376","-0,19892111549585",-0.199169142751351,"0,000253369875302401","-0,166560311916269","-0,168365688885813","-0,165708768167287","-0,167041261458897","-0,16825585649705",-0.167186377385063,"0,00101300609973252",72,"-0,163994270296671","-0,1639993967075","-0,164202743902147","-0,163473296610787","-0,1636078501489",-0.163855511533201,"0,000271275381874825"
16,16,"2,75547308921814","0,380377231975363","0,0460888385772705","0,00583274386764429",6,20,"{'model__max_depth': 6, 'model__n_estimators': 20}","-0,202225524588735","-0,203388285083086","-0,202036253870661","-0,203044330208609","-0,205124694960576",-0.203163817742333,"0,00110104465391698",71,"-0,198884916069993","-0,198713080682746","-0,199130020986424","-0,198715646688429","-0,198794600239329",-0.198847652933384,"0,000154576962334535","-0,166168617742795","-0,168020192796033","-0,165558447904901","-0,167213020914578","-0,168070842402826",-0.167006224352227,"0,00100019497004245",71,"-0,163559465660809","-0,163652441482087","-0,164003529526419","-0,163482524244293","-0,163517111929661",-0.163643014568654,"0,000189023247348363"
17,17,"3,88646669387817","0,357489668316296","0,0469290256500244","0,000982784202029428",6,30,"{'model__max_depth': 6, 'model__n_estimators': 30}","-0,202060393898803","-0,203421232513417","-0,201987073212944","-0,202726835811038","-0,204816355985983",-0.203002378284437,"0,00104499345380379",70,"-0,198857754219303","-0,198610453939233","-0,199041469299608","-0,198570986355682","-0,198593429877942",-0.198734818738354,"0,000185173519659131","-0,166081868887929","-0,168031140757086","-0,165558057332529","-0,167000053887191","-0,167908193038265",-0.1669158627806,"0,00097722401683177",70,"-0,163564095368025","-0,163602096248696","-0,163965905813808","-0,163458948019587","-0,16345818540409",-0.163609846170841,"0,000186923998900229"
18,18,"1,66825733184814","0,0178118939106501","0,0391580581665039","0,000562400075268613",7,10,"{'model__max_depth': 7, 'model__n_estimators': 10}","-0,201517887859259","-0,201738165687438","-0,200975974851467","-0,201544066378517","-0,203804828248878",-0.201916184605112,"0,000977729226458676",69,"-0,195329129588233","-0,194799483840831","-0,195314692230456","-0,194389399093026","-0,19452703400069",-0.194871947750647,"0,000390411994469325","-0,165201685685871","-0,166270454631307","-0,164485167166462","-0,165570964897915","-0,16668189055251",-0.165642032586813,"0,000776339161089824",69,"-0,160560848591815","-0,160303269177025","-0,160669917350333","-0,159719669317218","-0,159946741079867",-0.160240089103251,"0,000360144557013839"
19,19,"3,46035590171814","0,358130804984375","0,0425753593444824","0,00020021119796135",7,20,"{'model__max_depth': 7, 'model__n_estimators': 20}","-0,200707937502059","-0,201253092582006","-0,200206827902224","-0,201396264699961","-0,203369284193994",-0.201386681376049,"0,00107716286659807",68,"-0,194498745042231","-0,194182724901851","-0,194929969827252","-0,194168074246515","-0,194324605910294",-0.194420823985629,"0,000281116595541297","-0,164570103725317","-0,166033048227885","-0,164047208002726","-0,16561824750063","-0,166513557637763",-0.165356433018864,"0,000916261561823249",68,"-0,159871372940123","-0,159904797194867","-0,160443844636942","-0,159724424866361","-0,159841653663174",-0.159957218660294,"0,000250786984475267"
20,20,"4,95079884529114","0,317503633074028","0,0584126949310303","0,0185766199815137",7,30,"{'model__max_depth': 7, 'model__n_estimators': 30}","-0,200441956581907","-0,201187990910946","-0,199872607321082","-0,201130585554818","-0,202848774289552",-0.201096382931661,"0,00100063358976315",67,"-0,194395386606617","-0,19408084443116","-0,194689882577117","-0,193966461136979","-0,194034500377618",-0.194233415025898,"0,00027155353828115","-0,164380112683096","-0,165963436489115","-0,16386381652679","-0,165456568476705","-0,166110037504547",-0.165154794336051,"0,00088591361227452",67,"-0,159815248530621","-0,159845011943605","-0,160305784312884","-0,159671080145987","-0,159727706987",-0.159872966384019,"0,000225078877914136"
21,21,"2,09510788917542","0,0127683455985279","0,0425925731658936","0,00314670341149964",8,10,"{'model__max_depth': 8, 'model__n_estimators': 10}","-0,200577533192804","-0,200393735909294","-0,199235593234621","-0,200669799903161","-0,202344109701583",-0.200644154388292,"0,000994152712772246",66,"-0,190544384607324","-0,190006584152405","-0,190782059493776","-0,189720043447795","-0,189968810578298",-0.19020437645592,"0,000394592137792097","-0,164144449382766","-0,164736794892671","-0,163014922229607","-0,164594266942845","-0,165378587761007",-0.164373804241779,"0,000786017800061142",66,"-0,156630690773446","-0,156408255986347","-0,15693645566964","-0,15583653245053","-0,156302658622161",-0.156422918700425,"0,000364805638320553"
22,22,"4,37692151069641","0,32775615824408","0,0475945949554443","0,00447826933792408",8,20,"{'model__max_depth': 8, 'model__n_estimators': 20}","-0,199380809036499","-0,199538718688752","-0,198515247430447","-0,200431607979968","-0,201856922413591",-0.199944661109851,"0,00113311980168356",65,"-0,189481274793298","-0,189161931459838","-0,190254362965454","-0,189258780095909","-0,189569534348121",-0.189545176732524,"0,000383802510870373","-0,163294087830733","-0,164359400129122","-0,162550704775377","-0,164490361764539","-0,16502994410257",-0.163944899720468,"0,000895990669835726",65,"-0,15583210680958","-0,155878806323775","-0,156657143643452","-0,155745185659406","-0,15612570373205",-0.156047789233653,"0,000329856490260347"
23,23,"6,47109680175781","0,340453497060162","0,0485963344573975","0,00111283578665484",8,30,"{'model__max_depth': 8, 'model__n_estimators': 30}","-0,19902681018589","-0,199355070657467","-0,198082983946387","-0,199920375877227","-0,201246507172039",-0.199526349567802,"0,00104655427878566",63,"-0,189269662218184","-0,189015158527372","-0,189779015007504","-0,188967908793805","-0,189079763544332",-0.189222301618239,"0,00029668633131468","-0,162936394389595","-0,164183926323539","-0,162288513361789","-0,164237453875938","-0,164556533430554",-0.163640564276283,"0,000873431841056121",64,"-0,155742703168209","-0,155751277548159","-0,156343809122612","-0,155611925271081","-0,155854686592913",-0.155860880340595,"0,000253462349799865"
24,24,"2,60788278579712","0,0274142691647832","0,0404758930206299","0,00118681436517208",9,10,"{'model__max_depth': 9, 'model__n_estimators': 10}","-0,199364622015724","-0,199154246586701","-0,197927296344425","-0,200009645740287","-0,201439325872437",-0.199579027311915,"0,0011489792382499",64,"-0,185164347499392","-0,184534399967863","-0,185790333990107","-0,184585526491596","-0,184848823739745",-0.184984686337741,"0,000460845161844131","-0,162837269752173","-0,163396737242057","-0,161847615661693","-0,16385216155306","-0,164376951809914",-0.16326214720378,"0,000870682611869419",63,"-0,152182490574699","-0,151926701131522","-0,152791661646753","-0,15161132464324","-0,152077285721419",-0.152117892743527,"0,000388059742235739"
25,25,"5,47237091064453","0,358187432170246","0,0489761352539063","0,00611807326199292",9,20,"{'model__max_depth': 9, 'model__n_estimators': 20}","-0,198399178620524","-0,198285498806002","-0,197278049179793","-0,199540206721503","-0,200649360579256",-0.198830458781416,"0,00115802464670114",62,"-0,183932177201592","-0,183540385516221","-0,18510558141789","-0,183931532824758","-0,184282798679929",-0.184158495128078,"0,000528623684032446","-0,162233922642887","-0,16297119802498","-0,161457634695178","-0,163563754658274","-0,16386357320667",-0.162818016645598,"0,000879156765994727",62,"-0,151399069043072","-0,151365352193948","-0,152465594440662","-0,15141859254265","-0,15187611271889",-0.151704944187845,"0,000423973363395805"
26,26,"7,91447916030884","0,358536742314362","0,0496475696563721","0,00106902681773185",9,30,"{'model__max_depth': 9, 'model__n_estimators': 30}","-0,197875774005212","-0,197873265577529","-0,196781699316371","-0,198880697653043","-0,20007543971581",-0.198297375253593,"0,00110965475983673",59,"-0,183676606647572","-0,183359629530836","-0,184462704010284","-0,183468571777363","-0,183726600417834",-0.183738822476778,"0,000385965644446901","-0,161706089769238","-0,162704529627079","-0,161111402358511","-0,163199770129649","-0,163443201977594",-0.162432998772414,"0,000889628193708798",61,"-0,151249973572686","-0,151256059460596","-0,152033951681354","-0,15113809927704","-0,151573733534801",-0.151450363505295,"0,00032594921645577"
27,27,"3,47135872840881","0,351282359614674","0,0412569046020508","0,00125038651427179",10,10,"{'model__max_depth': 10, 'model__n_estimators': 10}","-0,198710677515706","-0,198241581398682","-0,197050191259174","-0,199270299965372","-0,20060322548865",-0.198775195125517,"0,0011705868853977",61,"-0,179356463703984","-0,178847133336181","-0,180425347364455","-0,179004118188992","-0,179380824021462",-0.179402777323015,"0,000550626140616706","-0,162082225314322","-0,162207689540369","-0,161022724628711","-0,163111399727127","-0,163372913591315",-0.162359390560369,"0,000834176996456342",60,"-0,147346434848907","-0,147361975362511","-0,148387044502676","-0,147030567773435","-0,147597783844789",-0.147544761266464,"0,000458124753025453"
28,28,"6,5069854259491","0,1808694760687","0,0558612823486328","0,0176195934867819",10,20,"{'model__max_depth': 10, 'model__n_estimators': 20}","-0,197659037896849","-0,197329895506196","-0,196078037508061","-0,198734537777864","-0,199727087546019",-0.197905719246998,"0,00124395882935199",58,"-0,177932131691314","-0,177651836082163","-0,179436777035969","-0,178226289915219","-0,178579052612185",-0.17836521746737,"0,00061801982705156","-0,161375402329117","-0,161845386546632","-0,160414636873091","-0,162787185270447","-0,162809119478516",-0.161846346099561,"0,00090373571242035",59,"-0,146559005553103","-0,146643382600463","-0,147844955575272","-0,146820569195514","-0,147304200788876",-0.147034422742646,"0,000480502009053882"
29,29,"9,7143524646759","0,27727717168945","0,0556677341461182","0,00725946415460573",10,30,"{'model__max_depth': 10, 'model__n_estimators': 30}","-0,196987051524566","-0,196857955211186","-0,195483590959094","-0,198113168480516","-0,198889872834171",-0.197266327801907,"0,00116412642521302",53,"-0,177624041664703","-0,177428217162255","-0,178647139620225","-0,177714223627966","-0,177994514150725",-0.177881627245175,"0,000423959350743747","-0,16070147032744","-0,161566670687852","-0,160015262116968","-0,16245370814011","-0,16209774173951",-0.161366970602376,"0,000897208058411638",57,"-0,146382964260643","-0,146521472389142","-0,147286729861555","-0,146505311324317","-0,14696911554879",-0.14673311867689,"0,000341021501830572"
30,30,"3,9601526260376","0,328030780902084","0,0458549976348877","0,00520946962146053",11,10,"{'model__max_depth': 11, 'model__n_estimators': 10}","-0,198654002661734","-0,197725268084608","-0,196652771782406","-0,198477702033807","-0,200153950697889",-0.198332739052089,"0,00115172457083151",60,"-0,173484146375017","-0,172760561539236","-0,174985769032451","-0,17321987002223","-0,173612289186562",-0.173612527231099,"0,000745962461473825","-0,161740227747919","-0,161312542298452","-0,160613537572884","-0,162468345836704","-0,162801864049317",-0.161787303501055,"0,00078720931767872",58,"-0,142419745239844","-0,142376721261563","-0,143929954121686","-0,142241422535803","-0,14276822891719",-0.142747214415217,"0,000616383238830462"
31,31,"8,03179678916931","0,287188860729725","0,0474890232086182","0,00122765698352922",11,20,"{'model__max_depth': 11, 'model__n_estimators': 20}","-0,197246169156193","-0,196549471599276","-0,195424787182412","-0,197801574739051","-0,199147644014944",-0.197233929338375,"0,001243073023958",50,"-0,17168306851278","-0,171404294419823","-0,173675845257791","-0,17227613100403","-0,172504525557875",-0.17230877295046,"0,000789665591141516","-0,160642763385999","-0,160927965330109","-0,159766655710715","-0,161962470070882","-0,162116496408442",-0.161083270181229,"0,000870883273459686",56,"-0,141447594873714","-0,141620993313938","-0,143189161949969","-0,141902982554951","-0,142304336297451",-0.142093013798005,"0,000619948186282696"
32,32,"11,8228529453278","0,10814674341041","0,0537539958953857","0,00329570202123533",11,30,"{'model__max_depth': 11, 'model__n_estimators': 30}","-0,196462440431636","-0,196021771702825","-0,194776006030938","-0,197279969541018","-0,198184076772885",-0.196544852895861,"0,00115210037594886",37,"-0,171312174155334","-0,171134813524456","-0,172733506730155","-0,171677482217783","-0,171818262006228",-0.171735247726791,"0,000556104619764493","-0,159941238689434","-0,160623324483693","-0,159327590616925","-0,16164125570259","-0,161374268098375",-0.160581535518203,"0,000864353628426581",54,"-0,141320709876634","-0,141485187542735","-0,142550363661674","-0,141583181416966","-0,141968854459958",-0.141781659391593,"0,000439479639432446"
33,33,"4,89214725494385","0,361552235843062","0,0425489902496338","0,00284397533314964",12,10,"{'model__max_depth': 12, 'model__n_estimators': 10}","-0,198065956914553","-0,197640493146288","-0,196165982415602","-0,197579911292602","-0,199068224776337",-0.197704113709077,"0,00093563360365107",57,"-0,167600298942334","-0,166391382857564","-0,169104348521138","-0,167283122079436","-0,167599269960149",-0.167595684472124,"0,000874544337355454","-0,160881624435134","-0,160843403087644","-0,160011583431175","-0,161382935278723","-0,161827887748689",-0.160989486796273,"0,000607780815047667",55,"-0,137523590791818","-0,13700493184653","-0,139163155781973","-0,137206384149153","-0,137698049044144",-0.137719222322724,"0,000761167224071406"
34,34,"9,26512794494629","0,330412116644291","0,0475717544555664","0,00132116957943023",12,20,"{'model__max_depth': 12, 'model__n_estimators': 20}","-0,196563149841615","-0,196035242362931","-0,195098164549954","-0,196918083139004","-0,198050614910375",-0.196533050960776,"0,000975588896418176",36,"-0,165434370151278","-0,164994368808046","-0,167586707854964","-0,166031810240631","-0,166310983847676",-0.166071648180519,"0,00088554261027512","-0,159825953250237","-0,160123683668564","-0,159486831648008","-0,161052714836553","-0,161177569985317",-0.160333350677736,"0,000670551698848494",52,"-0,136323626909559","-0,136375779282118","-0,138290244011256","-0,136703293938093","-0,13723371193174",-0.136985331214553,"0,000728483569967909"
35,35,"14,0432708740234","0,19870396530255","0,0591445922851563","0,0129392316428229",12,30,"{'model__max_depth': 12, 'model__n_estimators': 30}","-0,195841399673148","-0,195466266215447","-0,194263701804476","-0,196647495141232","-0,197135654969744",-0.195870903560809,"0,000995026628326741",34,"-0,165003947712843","-0,16467750372054","-0,166547433169462","-0,165400147220941","-0,165611774361945",-0.165448161237146,"0,00063697912754034","-0,159185409612768","-0,159873340548827","-0,158851423070584","-0,160999372189544","-0,160354791902832",-0.159852867464911,"0,000776557947801679",50,"-0,136200706420982","-0,136226441902096","-0,137568592340089","-0,136430293359898","-0,13691590070941",-0.136668386946495,"0,000518143197519704"
36,36,"5,62439980506897","0,357407146047774","0,0437690258026123","0,00127560660461491",13,10,"{'model__max_depth': 13, 'model__n_estimators': 10}","-0,197987293488922","-0,197706309629819","-0,195383451769842","-0,197257874352347","-0,198442514072623",-0.197355488662711,"0,00105852113739942",55,"-0,161335298366067","-0,160197749519115","-0,163482285884877","-0,161283759301729","-0,161629331953296",-0.161585685005017,"0,00106575958507337","-0,160692210362627","-0,160762845981997","-0,159239035251719","-0,160995435355108","-0,161013272185846",-0.160540559827459,"0,000662833909814062",53,"-0,132340704787262","-0,131773182595914","-0,134410317193537","-0,132112780161281","-0,132544915499857",-0.13263638004757,"0,00092324528727236"
37,37,"10,9914134502411","0,121861079424125","0,0610829830169678","0,0198236794197248",13,20,"{'model__max_depth': 13, 'model__n_estimators': 20}","-0,196226215536587","-0,195644348943054","-0,194359421110938","-0,196395264960939","-0,197527660722871",-0.196030582254878,"0,00103483965294302",35,"-0,158880349816669","-0,1585700593309","-0,161768242376645","-0,159803007548663","-0,160032847213943",-0.159810901257364,"0,00112126011663254","-0,159301294352852","-0,15954746412224","-0,158662103886625","-0,160569959402625","-0,160428747302388",-0.159701913813346,"0,000713771028940848",48,"-0,130987324989746","-0,131109368203769","-0,133441966570635","-0,13158908618996","-0,131981794116417",-0.131821908014105,"0,000884149433066306"
38,38,"16,3172494411469","0,253460329275657","0,0553908348083496","0,00232086805509573",13,30,"{'model__max_depth': 13, 'model__n_estimators': 30}","-0,195423292970836","-0,194935841162978","-0,193646634480577","-0,196199593527127","-0,196573609056776",-0.195355794239659,"0,0010292923699039",32,"-0,158532017917641","-0,158206935619008","-0,160539511526051","-0,159177233574352","-0,159335959980239",-0.159158331723458,"0,000804610496524399","-0,158687217812332","-0,15909616938285","-0,158107896806801","-0,160517346360403","-0,159618270082384",-0.159205380088954,"0,000821781275272259",45,"-0,130922692295497","-0,130985938779519","-0,132577546496034","-0,131327481148219","-0,131665338077277",-0.131495799359309,"0,000602604477630756"
39,39,"6,48435211181641","0,396185699772541","0,044241189956665","0,00421157618850971",14,10,"{'model__max_depth': 14, 'model__n_estimators': 10}","-0,197947381515296","-0,197286354971947","-0,195161613443186","-0,197192092716849","-0,198115473696351",-0.197140583268726,"0,00105276388042587",46,"-0,155035673082638","-0,154288000507962","-0,158025805830884","-0,155582039025373","-0,155593887789898",-0.155705081247351,"0,00125455100166704","-0,160266295649924","-0,160217211934413","-0,15878564404516","-0,160796654676075","-0,160364347591124",-0.160086030779339,"0,00068163863560961",51,"-0,127002984266383","-0,126796456193531","-0,129671007389036","-0,127145848528233","-0,127467307275046",-0.127616720730446,"0,00105010904623994"
